416,192,32,32
416,224,32,32
448,192,32,32
448,224,32,32
480,192,32,32
480,224,32,32
512,192,32,32
512,224,32,32
544,192,32,32
544,224,32,32
576,192,32,32
576,224,32,32
608,192,32,32
608,224,32,32
640,192,32,32
640,224,32,32
672,192,32,32
672,224,32,32
704,192,32,32
704,224,32,32
736,192,32,32
736,224,32,32
768,192,32,32
768,224,32,32
800,192,32,32
800,224,32,32
832,192,32,32
832,224,32,32
864,192,32,32
864,224,32,32
896,192,32,32
896,224,32,32
928,192,32,32
928,224,32,32
0,0,32,32
0,32,32,32
0,64,32,32
0,96,32,32
0,128,32,32
0,160,32,32
0,192,32,32
0,224,32,32
0,256,32,32
0,288,32,32
0,320,32,32
32,0,32,32
32,32,32,32
32,64,32,32
32,96,32,32
32,128,32,32
32,160,32,32
32,192,32,32
32,224,32,32
32,256,32,32
32,288,32,32
32,320,32,32
64,0,32,32
64,32,32,32
64,64,32,32
64,96,32,32
64,128,32,32
64,160,32,32
64,192,32,32
64,224,32,32
64,256,32,32
64,288,32,32
64,320,32,32
96,0,32,32
96,32,32,32
96,64,32,32
96,96,32,32
96,128,32,32
96,160,32,32
96,192,32,32
96,224,32,32
96,256,32,32
96,288,32,32
96,320,32,32
128,0,32,32
128,32,32,32
128,64,32,32
128,96,32,32
128,128,32,32
128,160,32,32
128,192,32,32
128,224,32,32
128,256,32,32
128,288,32,32
128,320,32,32
160,0,32,32
160,32,32,32
160,64,32,32
160,96,32,32
160,128,32,32
160,160,32,32
160,192,32,32
160,224,32,32
160,256,32,32
160,288,32,32
160,320,32,32
192,0,32,32
192,32,32,32
192,64,32,32
192,96,32,32
192,128,32,32
192,160,32,32
192,192,32,32
192,224,32,32
192,256,32,32
192,288,32,32
192,320,32,32
224,0,32,32
224,32,32,32
224,64,32,32
224,96,32,32
224,128,32,32
224,160,32,32
224,192,32,32
224,224,32,32
224,256,32,32
224,288,32,32
224,320,32,32
256,0,32,32
256,32,32,32
256,64,32,32
256,96,32,32
256,128,32,32
256,160,32,32
256,192,32,32
256,224,32,32
256,256,32,32
256,288,32,32
256,320,32,32
288,0,32,32
288,32,32,32
288,64,32,32
288,96,32,32
288,128,32,32
288,160,32,32
288,192,32,32
288,224,32,32
288,256,32,32
288,288,32,32
288,320,32,32
320,0,32,32
320,32,32,32
320,64,32,32
320,96,32,32
320,128,32,32
320,160,32,32
320,192,32,32
320,224,32,32
320,256,32,32
320,288,32,32
320,320,32,32
352,0,32,32
352,32,32,32
352,64,32,32
352,96,32,32
352,128,32,32
352,160,32,32
352,192,32,32
352,224,32,32
352,256,32,32
352,288,32,32
352,320,32,32
384,0,32,32
384,32,32,32
384,64,32,32
384,96,32,32
384,128,32,32
384,160,32,32
384,192,32,32
384,224,32,32
384,256,32,32
384,288,32,32
384,320,32,32
416,0,32,32
416,32,32,32
416,64,32,32
416,96,32,32
416,128,32,32
416,160,32,32
416,256,32,32
416,288,32,32
416,320,32,32
448,0,32,32
448,32,32,32
448,64,32,32
448,96,32,32
448,128,32,32
448,160,32,32
448,256,32,32
448,288,32,32
448,320,32,32
480,0,32,32
480,32,32,32
480,64,32,32
480,96,32,32
480,128,32,32
480,160,32,32
480,256,32,32
480,288,32,32
480,320,32,32
512,0,32,32
512,32,32,32
512,64,32,32
512,96,32,32
512,128,32,32
512,160,32,32
512,256,32,32
512,288,32,32
512,320,32,32
544,0,32,32
544,32,32,32
544,64,32,32
544,96,32,32
544,128,32,32
544,160,32,32
544,256,32,32
544,288,32,32
544,320,32,32
576,0,32,32
576,32,32,32
576,64,32,32
576,96,32,32
576,128,32,32
576,160,32,32
576,256,32,32
576,288,32,32
576,320,32,32
608,0,32,32
608,32,32,32
608,64,32,32
608,96,32,32
608,128,32,32
608,160,32,32
608,256,32,32
608,288,32,32
608,320,32,32
640,0,32,32
640,32,32,32
640,64,32,32
640,96,32,32
640,128,32,32
640,160,32,32
640,256,32,32
640,288,32,32
640,320,32,32
672,0,32,32
672,32,32,32
672,64,32,32
672,96,32,32
672,128,32,32
672,160,32,32
672,256,32,32
672,288,32,32
672,320,32,32
704,0,32,32
704,32,32,32
704,64,32,32
704,96,32,32
704,128,32,32
704,160,32,32
704,256,32,32
704,288,32,32
704,320,32,32
736,0,32,32
736,32,32,32
736,64,32,32
736,96,32,32
736,128,32,32
736,160,32,32
736,256,32,32
736,288,32,32
736,320,32,32
768,0,32,32
768,32,32,32
768,64,32,32
768,96,32,32
768,128,32,32
768,160,32,32
768,256,32,32
768,288,32,32
768,320,32,32
800,0,32,32
800,32,32,32
800,64,32,32
800,96,32,32
800,128,32,32
800,160,32,32
800,256,32,32
800,288,32,32
800,320,32,32
832,0,32,32
832,32,32,32
832,64,32,32
832,96,32,32
832,128,32,32
832,160,32,32
832,256,32,32
832,288,32,32
832,320,32,32
864,0,32,32
864,32,32,32
864,64,32,32
864,96,32,32
