# Datos de colisión del Nivel 1 - 2628 bloques
# Última actualización: 2025-09-27 10:41:37
# Guardado automático activo
448,32,32,32
448,64,32,32
448,96,32,32
448,128,32,32
448,160,32,32
448,192,32,32
480,32,32,32
480,64,32,32
480,96,32,32
480,128,32,32
480,160,32,32
480,192,32,32
512,32,32,32
512,64,32,32
512,96,32,32
512,128,32,32
512,160,32,32
512,192,32,32
544,32,32,32
544,64,32,32
544,96,32,32
544,128,32,32
544,160,32,32
544,192,32,32
576,32,32,32
576,64,32,32
576,96,32,32
576,128,32,32
576,160,32,32
576,192,32,32
608,32,32,32
608,64,32,32
608,96,32,32
608,128,32,32
608,160,32,32
608,192,32,32
608,224,32,32
640,32,32,32
640,64,32,32
640,96,32,32
640,128,32,32
640,160,32,32
640,192,32,32
640,224,32,32
672,32,32,32
672,64,32,32
672,96,32,32
672,128,32,32
672,160,32,32
672,192,32,32
672,224,32,32
704,32,32,32
704,64,32,32
704,96,32,32
704,128,32,32
704,160,32,32
704,192,32,32
704,224,32,32
736,32,32,32
736,64,32,32
736,96,32,32
736,128,32,32
736,160,32,32
736,192,32,32
736,224,32,32
768,32,32,32
768,64,32,32
768,96,32,32
768,128,32,32
768,160,32,32
768,192,32,32
768,224,32,32
800,32,32,32
800,64,32,32
800,96,32,32
800,128,32,32
800,160,32,32
800,192,32,32
800,224,32,32
832,32,32,32
832,64,32,32
832,96,32,32
832,128,32,32
832,160,32,32
832,192,32,32
832,224,32,32
864,32,32,32
864,64,32,32
864,96,32,32
864,128,32,32
864,160,32,32
864,192,32,32
864,224,32,32
608,256,32,32
608,288,32,32
608,320,32,32
640,256,32,32
640,288,32,32
640,320,32,32
672,256,32,32
672,288,32,32
672,320,32,32
704,256,32,32
704,288,32,32
704,320,32,32
736,256,32,32
736,288,32,32
736,320,32,32
768,256,32,32
768,288,32,32
768,320,32,32
800,256,32,32
800,288,32,32
800,320,32,32
832,256,32,32
832,288,32,32
832,320,32,32
864,256,32,32
864,288,32,32
864,320,32,32
896,32,32,32
896,64,32,32
896,96,32,32
896,128,32,32
896,160,32,32
896,192,32,32
896,224,32,32
896,256,32,32
896,288,32,32
896,320,32,32
928,32,32,32
928,64,32,32
928,96,32,32
928,128,32,32
928,160,32,32
928,192,32,32
928,224,32,32
928,256,32,32
928,288,32,32
928,320,32,32
960,32,32,32
960,64,32,32
960,96,32,32
960,128,32,32
960,160,32,32
960,192,32,32
960,224,32,32
960,256,32,32
960,288,32,32
960,320,32,32
992,32,32,32
992,64,32,32
992,96,32,32
992,128,32,32
992,160,32,32
992,192,32,32
992,224,32,32
992,256,32,32
992,288,32,32
992,320,32,32
1024,32,32,32
1024,64,32,32
1024,96,32,32
1024,128,32,32
1024,160,32,32
1024,192,32,32
1024,224,32,32
1024,256,32,32
1024,288,32,32
1024,320,32,32
1056,32,32,32
1056,64,32,32
1056,96,32,32
1056,128,32,32
1056,160,32,32
1056,192,32,32
1056,224,32,32
1056,256,32,32
1056,288,32,32
1056,320,32,32
1088,32,32,32
1088,64,32,32
1088,96,32,32
1088,128,32,32
1088,160,32,32
1088,192,32,32
1088,224,32,32
1088,256,32,32
1088,288,32,32
1088,320,32,32
1120,32,32,32
1120,64,32,32
1120,96,32,32
1120,128,32,32
1120,160,32,32
1120,192,32,32
1120,224,32,32
1120,256,32,32
1120,288,32,32
1120,320,32,32
1152,32,32,32
1152,64,32,32
1152,96,32,32
1152,128,32,32
1152,160,32,32
1152,192,32,32
1152,224,32,32
1152,256,32,32
1152,288,32,32
1152,320,32,32
1184,32,32,32
1184,64,32,32
1184,96,32,32
1184,128,32,32
1184,160,32,32
1184,192,32,32
1184,224,32,32
1184,256,32,32
1184,288,32,32
1184,320,32,32
1216,32,32,32
1216,64,32,32
1216,96,32,32
1216,128,32,32
1216,160,32,32
1216,192,32,32
1216,224,32,32
1216,256,32,32
1216,288,32,32
1216,320,32,32
1248,32,32,32
1248,64,32,32
1248,96,32,32
1248,128,32,32
1248,160,32,32
1248,192,32,32
1248,224,32,32
1248,256,32,32
1248,288,32,32
1248,320,32,32
1280,32,32,32
1280,64,32,32
1280,96,32,32
1280,128,32,32
1280,160,32,32
1280,192,32,32
1280,224,32,32
1280,256,32,32
1280,288,32,32
1280,320,32,32
1312,32,32,32
1312,64,32,32
1312,96,32,32
1312,128,32,32
1312,160,32,32
1312,192,32,32
1312,224,32,32
1312,256,32,32
1312,288,32,32
1312,320,32,32
1344,32,32,32
1344,64,32,32
1344,96,32,32
1344,128,32,32
1344,160,32,32
1344,192,32,32
1344,224,32,32
1344,256,32,32
1344,288,32,32
1344,320,32,32
1376,32,32,32
1376,64,32,32
1376,96,32,32
1376,128,32,32
1376,160,32,32
1376,192,32,32
1376,224,32,32
1376,256,32,32
1376,288,32,32
1376,320,32,32
1408,32,32,32
1408,64,32,32
1408,96,32,32
1408,128,32,32
1408,160,32,32
1408,192,32,32
1408,224,32,32
1408,256,32,32
1408,288,32,32
1408,320,32,32
1440,32,32,32
1440,64,32,32
1440,96,32,32
1440,128,32,32
1440,160,32,32
1440,192,32,32
1440,224,32,32
1440,256,32,32
1440,288,32,32
1440,320,32,32
1056,384,32,32
1056,416,32,32
1056,448,32,32
0,0,32,32
0,32,32,32
0,64,32,32
0,96,32,32
0,128,32,32
0,160,32,32
0,192,32,32
32,0,32,32
32,32,32,32
32,64,32,32
32,96,32,32
32,128,32,32
32,160,32,32
32,192,32,32
64,0,32,32
64,32,32,32
64,64,32,32
64,96,32,32
